Date,concert,cinema,museum,book,theater,Country
2004-04-01,1,17,3,51,3,India
2004-05-01,1,16,3,48,3,India
2004-06-01,1,16,3,54,3,India
2004-07-01,1,14,3,52,3,India
2004-08-01,1,14,3,57,3,India
2004-09-01,1,13,3,57,2,India
2004-10-01,1,14,3,53,3,India
2004-11-01,1,16,3,50,3,India
2004-12-01,1,18,3,50,3,India
2005-01-01,2,16,3,54,2,India
2005-02-01,2,15,3,53,3,India
2005-03-01,1,15,3,56,2,India
2005-04-01,1,18,3,48,3,India
2005-05-01,1,18,3,47,3,India
2005-06-01,1,17,3,47,3,India
2005-07-01,1,17,2,53,2,India
2005-08-01,1,15,3,49,2,India
2005-09-01,1,16,2,48,3,India
2005-10-01,1,15,2,47,3,India
2005-11-01,1,16,2,42,3,India
2005-12-01,1,16,3,43,3,India
2006-01-01,2,15,2,46,2,India
2006-02-01,1,15,2,44,2,India
2006-03-01,1,14,2,42,2,India
2006-04-01,1,15,2,45,2,India
2006-05-01,1,20,2,43,3,India
2006-06-01,1,17,2,44,2,India
2006-07-01,1,16,2,50,2,India
2006-08-01,1,18,2,49,3,India
2006-09-01,1,20,2,49,3,India
2006-10-01,1,16,2,44,3,India
2006-11-01,1,17,2,45,2,India
2006-12-01,1,17,3,44,2,India
2007-01-01,1,16,3,46,2,India
2007-02-01,2,14,2,43,2,India
2007-03-01,2,14,2,44,2,India
2007-04-01,1,15,2,45,2,India
2007-05-01,1,17,2,45,2,India
2007-06-01,1,19,3,47,3,India
2007-07-01,1,16,2,55,3,India
2007-08-01,1,18,2,50,3,India
2007-09-01,1,14,2,52,2,India
2007-10-01,2,15,2,49,2,India
2007-11-01,2,18,2,48,3,India
2007-12-01,1,17,2,53,3,India
2008-01-01,1,14,2,53,2,India
2008-02-01,1,13,2,53,2,India
2008-03-01,1,13,2,51,2,India
2008-04-01,1,15,2,53,2,India
2008-05-01,1,13,2,53,2,India
2008-06-01,1,15,2,53,3,India
2008-07-01,1,17,2,57,3,India
2008-08-01,1,17,2,56,2,India
2008-09-01,1,13,2,58,2,India
2008-10-01,1,12,2,55,2,India
2008-11-01,1,14,2,56,3,India
2008-12-01,1,18,2,58,3,India
2009-01-01,1,14,2,59,3,India
2009-02-01,1,14,2,63,2,India
2009-03-01,1,11,2,59,2,India
2009-04-01,1,10,2,55,2,India
2009-05-01,1,10,2,52,2,India
2009-06-01,1,11,3,56,2,India
2009-07-01,1,16,3,64,2,India
2009-08-01,1,14,3,67,3,India
2009-09-01,1,13,2,65,2,India
2009-10-01,2,11,2,63,3,India
2009-11-01,1,15,2,66,3,India
2009-12-01,1,18,2,74,3,India
2010-01-01,2,16,2,70,3,India
2010-02-01,2,13,2,70,3,India
2010-03-01,1,10,2,64,2,India
2010-04-01,1,10,2,63,2,India
2010-05-01,1,12,2,68,2,India
2010-06-01,1,12,2,70,3,India
2010-07-01,1,12,2,70,2,India
2010-08-01,1,12,2,69,2,India
2010-09-01,1,14,2,72,3,India
2010-10-01,1,13,2,73,3,India
2010-11-01,1,12,2,71,2,India
2010-12-01,1,11,2,73,2,India
2011-01-01,2,11,2,75,2,India
2011-02-01,3,10,2,76,2,India
2011-03-01,1,9,2,63,2,India
2011-04-01,1,10,2,71,2,India
2011-05-01,1,12,2,72,2,India
2011-06-01,1,12,2,76,2,India
2011-07-01,1,15,2,82,3,India
2011-08-01,1,12,2,78,2,India
2011-09-01,1,11,2,75,2,India
2011-10-01,2,13,2,77,3,India
2011-11-01,2,11,2,76,2,India
2011-12-01,1,12,2,75,2,India
2012-01-01,1,11,2,74,2,India
2012-02-01,1,10,2,73,2,India
2012-03-01,1,10,1,67,2,India
2012-04-01,1,13,2,69,2,India
2012-05-01,1,12,2,71,2,India
2012-06-01,1,13,2,70,2,India
2012-07-01,1,16,1,75,3,India
2012-08-01,1,14,1,71,3,India
2012-09-01,1,13,1,73,2,India
2012-10-01,2,13,1,75,3,India
2012-11-01,1,14,2,74,3,India
2012-12-01,1,12,1,70,2,India
2013-01-01,1,11,1,71,3,India
2013-02-01,1,12,1,72,3,India
2013-03-01,1,10,1,70,2,India
2013-04-01,1,11,1,70,2,India
2013-05-01,1,12,1,68,2,India
2013-06-01,1,14,2,73,3,India
2013-07-01,1,13,1,71,3,India
2013-08-01,1,15,1,73,3,India
2013-09-01,1,14,1,72,3,India
2013-10-01,1,11,1,68,3,India
2013-11-01,1,13,1,70,3,India
2013-12-01,1,13,2,73,3,India
2014-01-01,1,12,1,70,3,India
2014-02-01,1,10,1,63,2,India
2014-03-01,1,11,1,64,2,India
2014-04-01,1,12,1,61,3,India
2014-05-01,1,11,1,58,2,India
2014-06-01,1,12,2,58,2,India
2014-07-01,1,12,2,59,2,India
2014-08-01,1,13,2,67,3,India
2014-09-01,1,12,2,62,3,India
2014-10-01,1,14,2,59,4,India
2014-11-01,1,12,2,58,3,India
2014-12-01,1,13,3,58,3,India
2015-01-01,1,12,3,57,3,India
2015-02-01,1,11,2,55,3,India
2015-03-01,1,9,2,50,2,India
2015-04-01,1,13,2,58,4,India
2015-05-01,1,13,2,53,3,India
2015-06-01,1,15,2,58,3,India
2015-07-01,1,17,2,62,3,India
2015-08-01,1,17,2,58,3,India
2015-09-01,1,16,2,56,3,India
2015-10-01,1,16,2,57,4,India
2015-11-01,1,15,2,56,4,India
2015-12-01,1,15,2,60,3,India
2016-01-01,1,13,2,58,3,India
2016-02-01,1,12,2,59,3,India
2016-03-01,1,12,2,56,3,India
2016-04-01,1,15,2,100,4,India
2016-05-01,1,13,2,67,3,India
2016-06-01,1,14,2,63,3,India
2016-07-01,1,15,2,63,4,India
2016-08-01,1,12,2,56,3,India
2016-09-01,1,12,2,55,3,India
2016-10-01,1,13,2,52,4,India
2016-11-01,1,13,2,50,3,India
2016-12-01,1,14,2,51,3,India
2017-01-01,1,15,2,57,3,India
2017-02-01,1,13,2,48,3,India
2017-03-01,1,13,2,49,3,India
2017-04-01,1,21,2,63,4,India
2017-05-01,3,24,2,59,4,India
2017-06-01,1,16,2,50,3,India
2017-07-01,1,16,2,53,3,India
2017-08-01,1,17,2,55,3,India
2017-09-01,1,17,2,59,4,India
2017-10-01,1,20,2,52,4,India
2017-11-01,1,16,2,46,3,India
2017-12-01,1,18,2,47,3,India
2018-01-01,1,16,2,50,3,India
2018-02-01,1,15,2,46,3,India
2018-03-01,1,16,2,49,3,India
2018-04-01,1,20,2,53,3,India
2018-05-01,1,21,2,49,3,India
2018-06-01,1,25,2,53,3,India
2018-07-01,<1,25,2,54,3,India
2018-08-01,1,28,2,50,3,India
2018-09-01,1,28,2,47,3,India
2018-10-01,1,28,2,48,3,India
2018-11-01,1,28,2,46,3,India
2018-12-01,1,30,2,48,3,India
2019-01-01,1,28,2,50,3,India
2019-02-01,1,25,2,44,3,India
2019-03-01,1,26,2,44,2,India
2019-04-01,<1,27,2,50,3,India
2019-05-01,<1,23,2,43,2,India
2019-06-01,<1,25,2,49,2,India
2019-07-01,1,24,2,53,3,India
2019-08-01,1,25,2,51,3,India
2019-09-01,1,21,2,54,3,India
2019-10-01,1,26,2,50,4,India
2019-11-01,1,20,2,48,3,India
2019-12-01,1,19,2,52,3,India
2020-01-01,1,18,2,57,4,India
2020-02-01,1,15,2,54,2,India
2020-03-01,<1,13,1,45,2,India
2020-04-01,1,11,1,54,1,India
2020-05-01,1,9,1,53,1,India
2020-06-01,1,9,1,49,1,India
2020-07-01,<1,8,1,52,1,India
2020-08-01,1,8,1,54,1,India
2020-09-01,1,7,1,53,1,India
2020-10-01,1,7,1,46,1,India
2020-11-01,1,7,2,45,1,India
2020-12-01,1,7,2,51,1,India
2021-01-01,<1,8,2,55,2,India
2021-02-01,<1,7,2,52,2,India
2021-03-01,1,7,2,55,2,India
2021-04-01,1,6,1,51,1,India
2021-05-01,1,7,1,49,1,India
2021-06-01,1,5,1,52,1,India
2021-07-01,1,6,1,56,1,India
2021-08-01,1,6,2,56,1,India
2021-09-01,1,7,2,56,1,India
2021-10-01,1,7,2,51,2,India
2021-11-01,2,10,2,51,2,India
2021-12-01,1,11,2,59,2,India
2022-01-01,1,10,2,57,2,India
2022-02-01,1,10,2,67,2,India
2022-03-01,2,16,2,71,2,India
2022-04-01,1,17,2,71,2,India
2022-05-01,1,14,3,57,2,India
2022-06-01,1,13,3,62,2,India
2022-07-01,1,11,2,64,2,India
2022-08-01,1,11,2,55,2,India
2022-09-01,1,14,2,65,2,India
2022-10-01,2,13,2,56,2,India
2022-11-01,2,17,2,55,2,India
2022-12-01,2,15,3,55,2,India
2023-01-01,2,14,3,55,2,India
2023-02-01,2,10,2,58,1,India
2023-03-01,2,11,2,59,1,India
2023-04-01,1,22,3,61,1,India
2023-05-01,1,20,3,53,2,India
2023-06-01,1,15,3,61,2,India
2023-07-01,1,13,2,61,2,India
2023-08-01,1,20,3,61,2,India
2023-09-01,1,16,2,57,2,India
2023-10-01,1,11,3,54,2,India
2023-11-01,2,12,2,49,2,India
2023-12-01,2,16,3,54,2,India
2024-01-01,1,11,3,58,2,India
2024-02-01,1,11,2,58,1,India
2024-03-01,2,15,3,56,1,India
2024-04-01,1,18,2,59,1,India
2024-05-01,1,16,3,51,1,India
2024-06-01,1,13,3,53,1,India
2024-07-01,1,12,2,58,1,India
2024-08-01,1,15,2,57,2,India
2024-09-01,5,13,2,61,2,India
2024-10-01,3,12,3,54,2,India
2024-11-01,4,16,2,55,2,India
2024-12-01,4,14,3,54,2,India
2025-01-01,4,10,2,58,1,India
2025-02-01,2,10,2,58,2,India
2025-03-01,2,8,2,58,1,India
2025-04-01,2,7,2,62,1,India
2025-05-01,1,8,2,50,1,India
2004-01-01,4,46,19,24,15,Sweden
2004-02-01,5,41,22,20,18,Sweden
2004-03-01,7,31,22,21,16,Sweden
2004-04-01,4,28,23,20,13,Sweden
2004-05-01,7,26,22,21,11,Sweden
2004-06-01,5,26,21,18,10,Sweden
2004-07-01,7,31,24,17,11,Sweden
2004-08-01,5,29,20,21,13,Sweden
2004-09-01,5,31,20,25,17,Sweden
2004-10-01,7,35,20,23,18,Sweden
2004-11-01,7,35,21,25,18,Sweden
2004-12-01,5,32,15,28,13,Sweden
2005-01-01,6,42,19,21,14,Sweden
2005-02-01,6,39,19,23,13,Sweden
2005-03-01,6,33,20,20,15,Sweden
2005-04-01,6,26,18,20,14,Sweden
2005-05-01,6,32,18,23,11,Sweden
2005-06-01,6,27,19,21,9,Sweden
2005-07-01,6,28,20,19,10,Sweden
2005-08-01,7,29,18,22,11,Sweden
2005-09-01,6,34,18,25,15,Sweden
2005-10-01,5,35,19,22,16,Sweden
2005-11-01,6,43,17,25,17,Sweden
2005-12-01,6,56,13,29,15,Sweden
2006-01-01,5,60,15,22,13,Sweden
2006-02-01,4,54,17,23,14,Sweden
2006-03-01,5,42,17,23,14,Sweden
2006-04-01,5,42,16,19,13,Sweden
2006-05-01,4,32,17,22,11,Sweden
2006-06-01,5,29,15,18,9,Sweden
2006-07-01,5,45,18,17,9,Sweden
2006-08-01,5,39,15,22,10,Sweden
2006-09-01,4,40,14,24,13,Sweden
2006-10-01,5,40,17,22,17,Sweden
2006-11-01,6,48,16,22,15,Sweden
2006-12-01,5,47,12,27,13,Sweden
2007-01-01,5,49,17,21,12,Sweden
2007-02-01,5,44,19,21,13,Sweden
2007-03-01,6,35,15,21,13,Sweden
2007-04-01,5,33,17,18,11,Sweden
2007-05-01,5,35,15,21,10,Sweden
2007-06-01,6,30,16,18,9,Sweden
2007-07-01,6,50,21,19,9,Sweden
2007-08-01,6,34,15,21,10,Sweden
2007-09-01,6,34,14,26,14,Sweden
2007-10-01,6,36,15,23,14,Sweden
2007-11-01,7,31,14,24,13,Sweden
2007-12-01,7,39,12,27,11,Sweden
2008-01-01,5,42,14,23,12,Sweden
2008-02-01,6,38,15,23,12,Sweden
2008-03-01,6,35,15,21,11,Sweden
2008-04-01,5,26,14,20,11,Sweden
2008-05-01,5,25,14,20,9,Sweden
2008-06-01,5,30,14,18,7,Sweden
2008-07-01,6,47,18,18,8,Sweden
2008-08-01,6,48,15,22,10,Sweden
2008-09-01,5,37,14,27,12,Sweden
2008-10-01,6,45,14,26,14,Sweden
2008-11-01,6,37,13,28,13,Sweden
2008-12-01,7,38,12,32,10,Sweden
2009-01-01,6,55,15,25,12,Sweden
2009-02-01,6,47,15,25,12,Sweden
2009-03-01,7,45,15,23,12,Sweden
2009-04-01,5,32,14,22,10,Sweden
2009-05-01,5,30,15,22,8,Sweden
2009-06-01,6,32,17,21,8,Sweden
2009-07-01,7,61,20,20,9,Sweden
2009-08-01,6,39,16,22,11,Sweden
2009-09-01,6,50,13,26,12,Sweden
2009-10-01,6,57,16,23,13,Sweden
2009-11-01,7,58,14,23,13,Sweden
2009-12-01,7,61,12,28,11,Sweden
2010-01-01,5,75,16,24,11,Sweden
2010-02-01,6,56,15,24,11,Sweden
2010-03-01,6,42,16,22,11,Sweden
2010-04-01,5,30,15,20,8,Sweden
2010-05-01,6,29,16,23,9,Sweden
2010-06-01,7,30,15,20,7,Sweden
2010-07-01,7,40,20,19,9,Sweden
2010-08-01,7,40,17,21,9,Sweden
2010-09-01,5,35,14,24,11,Sweden
2010-10-01,6,43,15,23,13,Sweden
2010-11-01,7,48,14,24,10,Sweden
2010-12-01,7,46,10,34,9,Sweden
2011-01-01,5,60,15,24,12,Sweden
2011-02-01,5,55,17,23,11,Sweden
2011-03-01,6,43,14,22,11,Sweden
2011-04-01,5,36,14,21,8,Sweden
2011-05-01,6,35,14,23,8,Sweden
2011-06-01,6,34,15,19,6,Sweden
2011-07-01,7,53,18,19,9,Sweden
2011-08-01,7,44,16,23,9,Sweden
2011-09-01,5,45,13,27,11,Sweden
2011-10-01,6,50,14,25,12,Sweden
2011-11-01,7,51,13,32,11,Sweden
2011-12-01,7,48,11,34,10,Sweden
2012-01-01,5,61,14,28,10,Sweden
2012-02-01,5,48,14,26,10,Sweden
2012-03-01,5,38,14,23,9,Sweden
2012-04-01,6,43,15,20,8,Sweden
2012-05-01,5,28,14,24,7,Sweden
2012-06-01,6,34,15,19,6,Sweden
2012-07-01,10,47,20,19,8,Sweden
2012-08-01,7,39,15,24,8,Sweden
2012-09-01,5,44,14,31,10,Sweden
2012-10-01,5,55,14,28,11,Sweden
2012-11-01,8,53,13,29,10,Sweden
2012-12-01,7,60,11,34,9,Sweden
2013-01-01,5,57,12,27,9,Sweden
2013-02-01,5,51,13,26,10,Sweden
2013-03-01,5,41,14,23,9,Sweden
2013-04-01,8,33,14,25,9,Sweden
2013-05-01,7,30,21,25,8,Sweden
2013-06-01,6,34,18,23,7,Sweden
2013-07-01,9,42,23,22,9,Sweden
2013-08-01,7,44,17,26,9,Sweden
2013-09-01,6,43,15,30,10,Sweden
2013-10-01,7,47,18,28,11,Sweden
2013-11-01,7,46,15,32,10,Sweden
2013-12-01,7,69,12,36,9,Sweden
2014-01-01,5,66,15,29,10,Sweden
2014-02-01,6,53,17,29,9,Sweden
2014-03-01,6,37,16,27,10,Sweden
2014-04-01,5,33,16,26,8,Sweden
2014-05-01,7,30,15,27,7,Sweden
2014-06-01,7,31,17,24,7,Sweden
2014-07-01,8,38,22,24,8,Sweden
2014-08-01,7,42,19,28,8,Sweden
2014-09-01,5,40,14,31,10,Sweden
2014-10-01,6,54,18,29,11,Sweden
2014-11-01,8,52,14,34,10,Sweden
2014-12-01,7,65,11,36,9,Sweden
2015-01-01,5,70,15,30,9,Sweden
2015-02-01,5,68,18,30,10,Sweden
2015-03-01,6,42,16,29,9,Sweden
2015-04-01,5,43,18,27,8,Sweden
2015-05-01,6,31,17,28,7,Sweden
2015-06-01,6,35,19,23,6,Sweden
2015-07-01,8,51,28,26,9,Sweden
2015-08-01,8,38,19,28,8,Sweden
2015-09-01,7,51,15,33,10,Sweden
2015-10-01,7,65,17,30,10,Sweden
2015-11-01,8,64,14,36,10,Sweden
2015-12-01,9,85,13,41,10,Sweden
2016-01-01,6,88,15,35,9,Sweden
2016-02-01,7,68,19,33,9,Sweden
2016-03-01,7,51,19,31,8,Sweden
2016-04-01,7,40,16,29,9,Sweden
2016-05-01,7,30,15,31,7,Sweden
2016-06-01,9,36,18,27,7,Sweden
2016-07-01,10,52,28,27,9,Sweden
2016-08-01,9,57,23,31,9,Sweden
2016-09-01,8,50,15,36,10,Sweden
2016-10-01,9,55,17,36,10,Sweden
2016-11-01,10,55,15,42,10,Sweden
2016-12-01,10,63,12,49,10,Sweden
2017-01-01,7,71,17,39,9,Sweden
2017-02-01,8,67,18,38,9,Sweden
2017-03-01,7,55,17,35,9,Sweden
2017-04-01,6,54,18,33,8,Sweden
2017-05-01,9,34,17,33,6,Sweden
2017-06-01,10,43,20,29,7,Sweden
2017-07-01,11,50,30,30,9,Sweden
2017-08-01,8,51,23,35,8,Sweden
2017-09-01,7,70,18,38,9,Sweden
2017-10-01,8,62,19,39,10,Sweden
2017-11-01,9,66,17,44,11,Sweden
2017-12-01,9,100,14,51,9,Sweden
2018-01-01,6,90,19,38,9,Sweden
2018-02-01,9,76,19,34,9,Sweden
2018-03-01,8,59,19,40,8,Sweden
2018-04-01,8,52,19,34,8,Sweden
2018-05-01,8,32,17,34,6,Sweden
2018-06-01,10,41,21,30,7,Sweden
2018-07-01,12,58,27,31,8,Sweden
2018-08-01,9,66,24,36,8,Sweden
2018-09-01,7,71,19,41,9,Sweden
2018-10-01,8,83,20,40,11,Sweden
2018-11-01,9,83,18,46,11,Sweden
2018-12-01,10,84,15,51,9,Sweden
2019-01-01,7,83,18,42,9,Sweden
2019-02-01,8,71,19,38,9,Sweden
2019-03-01,8,56,19,38,10,Sweden
2019-04-01,7,57,19,37,12,Sweden
2019-05-01,9,47,20,35,11,Sweden
2019-06-01,11,36,22,32,8,Sweden
2019-07-01,14,62,34,32,9,Sweden
2019-08-01,12,59,27,38,8,Sweden
2019-09-01,8,65,20,43,9,Sweden
2019-10-01,9,74,21,40,11,Sweden
2019-11-01,10,63,17,44,10,Sweden
2019-12-01,13,88,15,51,9,Sweden
2020-01-01,6,80,19,43,8,Sweden
2020-02-01,10,76,20,44,10,Sweden
2020-03-01,7,31,10,39,7,Sweden
2020-04-01,3,12,8,38,3,Sweden
2020-05-01,2,11,8,43,3,Sweden
2020-06-01,2,10,10,41,3,Sweden
2020-07-01,2,20,25,37,3,Sweden
2020-08-01,2,22,15,41,4,Sweden
2020-09-01,2,30,12,47,5,Sweden
2020-10-01,2,37,14,45,5,Sweden
2020-11-01,2,17,8,48,3,Sweden
2020-12-01,2,12,7,53,3,Sweden
2021-01-01,2,12,8,45,3,Sweden
2021-02-01,1,13,9,41,3,Sweden
2021-03-01,2,11,8,40,3,Sweden
2021-04-01,2,12,9,39,3,Sweden
2021-05-01,2,12,9,37,3,Sweden
2021-06-01,4,24,11,36,4,Sweden
2021-07-01,7,40,26,34,5,Sweden
2021-08-01,7,40,24,42,6,Sweden
2021-09-01,8,51,17,44,8,Sweden
2021-10-01,10,66,16,45,10,Sweden
2021-11-01,14,53,15,48,9,Sweden
2021-12-01,10,62,11,53,7,Sweden
2022-01-01,5,48,13,46,6,Sweden
2022-02-01,8,49,18,40,8,Sweden
2022-03-01,10,44,17,40,8,Sweden
2022-04-01,12,44,22,39,7,Sweden
2022-05-01,13,35,22,38,7,Sweden
2022-06-01,19,34,24,33,7,Sweden
2022-07-01,23,48,39,34,8,Sweden
2022-08-01,23,40,27,40,7,Sweden
2022-09-01,11,49,20,45,8,Sweden
2022-10-01,11,60,22,43,10,Sweden
2022-11-01,11,52,20,48,9,Sweden
2022-12-01,12,61,17,48,8,Sweden
2023-01-01,9,67,22,45,8,Sweden
2023-02-01,12,57,23,43,9,Sweden
2023-03-01,12,46,21,40,10,Sweden
2023-04-01,14,43,24,38,8,Sweden
2023-05-01,16,29,20,38,7,Sweden
2023-06-01,22,29,24,36,8,Sweden
2023-07-01,28,74,48,37,9,Sweden
2023-08-01,18,57,32,41,7,Sweden
2023-09-01,14,48,22,45,8,Sweden
2023-10-01,12,56,24,48,10,Sweden
2023-11-01,12,50,20,54,10,Sweden
2023-12-01,15,58,17,51,9,Sweden
2024-01-01,12,58,20,44,8,Sweden
2024-02-01,11,53,23,43,9,Sweden
2024-03-01,13,49,23,42,9,Sweden
2024-04-01,11,43,23,40,9,Sweden
2024-05-01,17,25,21,38,6,Sweden
2024-06-01,19,32,27,36,7,Sweden
2024-07-01,26,54,44,36,8,Sweden
2024-08-01,24,50,29,42,8,Sweden
2024-09-01,13,41,20,46,9,Sweden
2024-10-01,20,50,23,46,11,Sweden
2024-11-01,14,48,18,53,11,Sweden
2024-12-01,16,58,18,61,10,Sweden
2025-01-01,13,54,20,55,9,Sweden
2025-02-01,21,50,23,45,9,Sweden
2025-03-01,24,35,20,45,8,Sweden
2025-04-01,14,40,22,41,7,Sweden
2025-05-01,17,29,21,44,8,Sweden
2004-01-01,9,14,36,100,38,Usa
2004-02-01,11,12,35,92,36,Usa
2004-03-01,13,12,36,94,33,Usa
2004-04-01,14,11,34,97,32,Usa
2004-05-01,13,13,34,96,33,Usa
2004-06-01,15,16,35,93,37,Usa
2004-07-01,16,17,36,92,39,Usa
2004-08-01,14,13,34,95,33,Usa
2004-09-01,12,10,33,98,31,Usa
2004-10-01,10,10,32,95,33,Usa
2004-11-01,10,14,33,97,39,Usa
2004-12-01,10,13,32,99,37,Usa
2005-01-01,10,12,32,96,34,Usa
2005-02-01,12,11,33,97,31,Usa
2005-03-01,12,10,36,93,34,Usa
2005-04-01,14,10,35,98,33,Usa
2005-05-01,14,13,35,94,37,Usa
2005-06-01,15,13,32,91,34,Usa
2005-07-01,16,14,35,94,39,Usa
2005-08-01,14,12,32,90,33,Usa
2005-09-01,14,9,28,89,31,Usa
2005-10-01,13,11,29,95,33,Usa
2005-11-01,11,14,30,86,40,Usa
2005-12-01,9,15,29,91,39,Usa
2006-01-01,9,13,31,93,36,Usa
2006-02-01,11,11,31,81,34,Usa
2006-03-01,11,10,32,86,31,Usa
2006-04-01,11,10,31,84,31,Usa
2006-05-01,12,12,32,89,31,Usa
2006-06-01,14,13,32,79,35,Usa
2006-07-01,15,17,33,78,37,Usa
2006-08-01,13,12,29,84,33,Usa
2006-09-01,12,11,28,87,32,Usa
2006-10-01,11,12,28,85,33,Usa
2006-11-01,11,13,28,82,37,Usa
2006-12-01,10,15,30,87,39,Usa
2007-01-01,10,13,30,84,34,Usa
2007-02-01,11,12,29,80,34,Usa
2007-03-01,12,13,30,80,35,Usa
2007-04-01,12,11,30,81,31,Usa
2007-05-01,13,13,29,82,35,Usa
2007-06-01,16,14,30,79,35,Usa
2007-07-01,19,19,30,84,42,Usa
2007-08-01,15,14,27,81,34,Usa
2007-09-01,14,11,25,86,30,Usa
2007-10-01,11,11,25,88,30,Usa
2007-11-01,11,12,27,87,34,Usa
2007-12-01,11,15,24,89,38,Usa
2008-01-01,10,15,26,84,34,Usa
2008-02-01,12,13,26,80,32,Usa
2008-03-01,11,12,29,80,31,Usa
2008-04-01,13,10,26,83,28,Usa
2008-05-01,14,13,26,90,33,Usa
2008-06-01,14,14,26,75,34,Usa
2008-07-01,16,17,27,74,37,Usa
2008-08-01,13,14,25,79,31,Usa
2008-09-01,11,10,22,82,27,Usa
2008-10-01,10,11,23,81,30,Usa
2008-11-01,10,15,24,87,38,Usa
2008-12-01,10,13,23,88,36,Usa
2009-01-01,11,17,24,85,38,Usa
2009-02-01,12,13,25,85,34,Usa
2009-03-01,13,11,27,90,31,Usa
2009-04-01,13,11,26,84,29,Usa
2009-05-01,13,13,26,88,33,Usa
2009-06-01,14,16,29,80,39,Usa
2009-07-01,17,17,27,79,39,Usa
2009-08-01,15,14,24,85,34,Usa
2009-09-01,13,11,21,90,29,Usa
2009-10-01,13,13,23,85,34,Usa
2009-11-01,12,16,22,87,42,Usa
2009-12-01,10,16,22,87,40,Usa
2010-01-01,10,17,23,93,38,Usa
2010-02-01,10,14,23,87,35,Usa
2010-03-01,12,13,23,81,33,Usa
2010-04-01,13,12,23,88,30,Usa
2010-05-01,14,14,23,85,34,Usa
2010-06-01,14,16,22,76,35,Usa
2010-07-01,16,19,24,75,40,Usa
2010-08-01,13,15,22,79,33,Usa
2010-09-01,12,12,19,80,27,Usa
2010-10-01,10,14,19,79,31,Usa
2010-11-01,9,15,19,82,34,Usa
2010-12-01,9,15,20,82,34,Usa
2011-01-01,10,14,22,91,37,Usa
2011-02-01,13,14,23,85,37,Usa
2011-03-01,12,13,25,86,34,Usa
2011-04-01,12,14,23,83,35,Usa
2011-05-01,14,16,23,85,38,Usa
2011-06-01,15,18,25,80,41,Usa
2011-07-01,17,21,27,75,48,Usa
2011-08-01,15,17,22,80,38,Usa
2011-09-01,12,13,22,87,33,Usa
2011-10-01,11,13,20,80,35,Usa
2011-11-01,10,15,21,80,38,Usa
2011-12-01,10,15,21,82,40,Usa
2012-01-01,9,16,22,83,36,Usa
2012-02-01,10,15,22,81,40,Usa
2012-03-01,10,15,23,79,36,Usa
2012-04-01,12,15,24,80,36,Usa
2012-05-01,14,15,20,78,37,Usa
2012-06-01,15,17,22,73,40,Usa
2012-07-01,15,20,23,71,50,Usa
2012-08-01,13,14,21,80,34,Usa
2012-09-01,13,13,19,81,32,Usa
2012-10-01,11,13,17,75,30,Usa
2012-11-01,11,16,17,76,39,Usa
2012-12-01,15,16,18,78,41,Usa
2013-01-01,10,16,19,79,38,Usa
2013-02-01,12,14,19,78,34,Usa
2013-03-01,12,14,22,76,38,Usa
2013-04-01,13,12,20,74,32,Usa
2013-05-01,13,16,20,78,38,Usa
2013-06-01,15,19,21,65,41,Usa
2013-07-01,17,20,23,70,45,Usa
2013-08-01,14,16,21,75,39,Usa
2013-09-01,12,12,16,79,31,Usa
2013-10-01,11,11,17,75,28,Usa
2013-11-01,11,17,18,79,39,Usa
2013-12-01,10,16,18,76,39,Usa
2014-01-01,9,15,19,76,35,Usa
2014-02-01,11,13,20,74,34,Usa
2014-03-01,10,14,21,72,32,Usa
2014-04-01,11,12,20,74,32,Usa
2014-05-01,12,14,20,74,34,Usa
2014-06-01,13,16,21,72,39,Usa
2014-07-01,15,18,22,71,41,Usa
2014-08-01,14,17,20,73,39,Usa
2014-09-01,11,12,17,76,29,Usa
2014-10-01,10,13,18,77,34,Usa
2014-11-01,10,16,17,75,39,Usa
2014-12-01,9,16,20,77,42,Usa
2015-01-01,8,18,20,77,41,Usa
2015-02-01,10,16,17,74,37,Usa
2015-03-01,11,14,20,73,32,Usa
2015-04-01,11,15,20,75,34,Usa
2015-05-01,12,16,22,73,36,Usa
2015-06-01,13,19,21,66,41,Usa
2015-07-01,16,18,23,65,41,Usa
2015-08-01,14,15,21,70,37,Usa
2015-09-01,12,12,19,79,32,Usa
2015-10-01,11,14,18,77,32,Usa
2015-11-01,11,15,17,74,37,Usa
2015-12-01,11,19,18,76,44,Usa
2016-01-01,10,18,19,74,40,Usa
2016-02-01,12,17,20,78,40,Usa
2016-03-01,11,16,22,71,38,Usa
2016-04-01,14,15,21,84,36,Usa
2016-05-01,13,15,20,78,37,Usa
2016-06-01,14,19,22,68,43,Usa
2016-07-01,16,23,25,65,49,Usa
2016-08-01,14,18,20,72,39,Usa
2016-09-01,13,13,20,74,32,Usa
2016-10-01,11,14,18,71,33,Usa
2016-11-01,10,15,17,68,37,Usa
2016-12-01,9,19,17,71,41,Usa
2017-01-01,9,18,19,71,41,Usa
2017-02-01,12,16,20,75,40,Usa
2017-03-01,11,18,23,72,42,Usa
2017-04-01,12,15,23,70,38,Usa
2017-05-01,19,15,22,74,34,Usa
2017-06-01,16,19,24,63,44,Usa
2017-07-01,16,19,26,61,45,Usa
2017-08-01,13,13,23,64,34,Usa
2017-09-01,12,14,18,69,34,Usa
2017-10-01,13,13,19,69,31,Usa
