Year,Country,Rank,Name,Overall Score
2017,Japan,763.0,Shinshu University,20.485
2017,Japan,771.0,Kindai University,20.262500000000003
2017,Japan,775.0,Toyohashi University of Technology (TUT),19.935
2017,Japan,781.0,Nagoya Institute of Technology,19.5675
2017,Japan,785.0,The Jikei University School of Medicine,19.475
2017,Japan,790.0,Yamagata University,19.245
2017,Japan,793.0,University of Yamanashi,18.8825
2017,Japan,796.0,Nagasaki University,18.7925
2017,Japan,800.0,Niigata University,18.5875
2017,Japan,804.0,Nagaoka University of Technology,18.5075
2017,Japan,806.0,Saitama University,18.3975
2017,Japan,809.0,University of Toyama,18.215
2017,Japan,821.0,Osaka Prefecture University,17.907500000000002
2017,Japan,823.0,Yokohama National University,17.867500000000003
2017,Japan,834.0,Chuo University,17.479999999999997
2017,Japan,839.0,Gifu University,17.377499999999998
2017,Japan,840.0,Saitama Medical University,17.362499999999997
2017,Japan,844.0,Tokyo University of Marine Science and Technology,17.075
2017,Japan,845.0,Tokai University,17.065
2017,Japan,859.0,Gunma University,16.455000000000002
2017,Japan,870.0,Showa University,16.075
2017,Japan,874.0,Yamaguchi University,16.0175
2017,Japan,877.0,Shizuoka University,15.9875
2017,Japan,879.0,Kyushu Institute of Technology (Kyutech),15.7975
2017,Japan,883.0,Tottori University,15.7
2017,Japan,893.0,Meiji University,15.277499999999998
2017,Japan,898.0,Sophia University,15.0025
2017,Japan,907.0,Kansai University,14.692500000000004
2017,Japan,908.0,Shimane University,14.6925
2017,Japan,915.0,Iwate University,14.325
2017,Japan,920.0,Oita University,14.1525
2017,Japan,928.0,Ritsumeikan University,13.73
2017,Japan,942.0,Tokyo City University,12.817499999999995
2017,Japan,947.0,Utsunomiya University,12.392499999999998
2017,Japan,954.0,Hosei University,12.2875
2017,Japan,963.0,Chiba Institute of Technology,11.5875
2017,Japan,965.0,Shibaura Institute of Technology,11.4775
2017,Japan,970.0,Kwansei Gakuin University,11.11
2017,Japan,971.0,Doshisha University,10.925
2017,Japan,981.0,Tokyo Denki University,8.222499999999998
2018,Japan,46.0,The University of Tokyo,72.2525
2018,Japan,74.0,Kyoto University,64.895
2018,Japan,237.0,Osaka University,49.545
2018,Japan,250.0,Tohoku University,48.32
2018,Japan,270.0,Tokyo Institute of Technology,47.04
2018,Japan,304.0,Nagoya University,45.0125
2018,Japan,401.0,Kyushu University,40.0025
2018,Japan,430.0,Hokkaido University,38.365
2018,Japan,471.0,University of Tsukuba,36.4775
2018,Japan,479.0,Tokyo Medical and Dental University (TMDU),36.145
2018,Japan,528.0,Fujita Health University,34.097500000000004
2018,Japan,597.0,Tokyo Metropolitan University,30.85
2018,Japan,625.0,Hiroshima University,29.7225
2018,Japan,629.0,Keio University,29.435
2018,Japan,645.0,Waseda University,28.775
2018,Japan,665.0,The University of Aizu,27.562500000000004
2018,Japan,689.0,Chiba University,26.3475
2018,Japan,705.0,Kobe University,25.6625
2018,Japan,714.0,Kanazawa University,25.1975
2018,Japan,734.0,Juntendo University,24.47
2018,Japan,749.0,Tokyo University of Agriculture and Technology,23.8575
2018,Japan,758.0,Yokohama City University,23.52
2018,Japan,765.0,Tokyo University of Science,23.225
2018,Japan,769.0,Okayama University,22.995
2018,Japan,773.0,Nagoya City University,22.8725
2018,Japan,776.0,Kagawa University,22.755000000000003
2018,Japan,784.0,Kochi University,22.525
2018,Japan,792.0,Osaka City University,22.1775
2018,Japan,793.0,Kumamoto University,22.065
2018,Japan,811.0,Shiga University of Medical Science,21.1675
2018,Japan,817.0,The Jikei University School of Medicine,20.9925
2018,Japan,826.0,Kansai Medical University,20.755
2018,Japan,828.0,Yokohama National University,20.7125
2018,Japan,833.0,Kindai University,20.575
2018,Japan,842.0,Niigata University,20.3675
2018,Japan,848.0,Tokushima University,20.265
2018,Japan,851.0,Shinshu University,20.1475
2018,Japan,852.0,The University of Electro-Communications,20.122499999999995
2018,Japan,865.0,Nagasaki University,19.73
2018,Japan,875.0,Saitama University,19.5825
2018,Japan,878.0,University of Yamanashi,19.37
2018,Japan,884.0,Nagoya Institute of Technology,19.2525
2018,Japan,886.0,Hosei University,19.1725
2018,Japan,887.0,Toyohashi University of Technology (TUT),19.137500000000003
2018,Japan,888.0,Yamagata University,19.12
2018,Japan,901.0,Osaka Prefecture University,18.7175
2018,Japan,903.0,Hamamatsu University School of Medicine,18.645
2018,Japan,905.0,Chuo University,18.53
2018,Japan,911.0,Ehime University,18.3725
2018,Japan,915.0,Kagoshima University,18.275
2018,Japan,919.0,Kyushu Institute of Technology (Kyutech),18.11
2018,Japan,923.0,Mie University,17.965
2018,Japan,924.0,Saga University,17.935000000000002
2018,Japan,927.0,Tokyo University of Marine Science and Technology,17.8775
2018,Japan,930.0,Kitasato University,17.83
2018,Japan,934.0,University of Toyama,17.752499999999998
2018,Japan,939.0,Nagaoka University of Technology,17.507499999999997
2018,Japan,948.0,Sophia University,17.2475
2018,Japan,949.0,University of Miyazaki,17.217499999999998
2018,Japan,951.0,Gifu University,17.165
2018,Japan,955.0,Saitama Medical University,16.919999999999998
2018,Japan,957.0,Iwate University,16.89
2018,Japan,962.0,Showa University,16.79
2018,Japan,967.0,Nara Medical University,16.677500000000002
2018,Japan,980.0,Meiji University,16.302500000000002
2018,Japan,982.0,Tokai University,16.195
2018,Japan,985.0,Kyoto Institute of Technology,16.055000000000003
2018,Japan,993.0,Yamaguchi University,15.755
2018,Japan,998.0,Ritsumeikan University,15.6525
2018,Japan,999.0,Shizuoka University,15.625
2018,Japan,1001.0,Shimane University,15.544999999999998
2018,Japan,1023.0,Tottori University,14.5825
2018,Japan,1026.0,Akita University,14.3625
2018,Japan,1032.0,Oita University,14.292500000000002
2018,Japan,1033.0,Tokyo City University,14.242499999999998
2018,Japan,1037.0,University of Fukui,14.182499999999996
2018,Japan,1041.0,Kanagawa University,13.962500000000002
2018,Japan,1044.0,University of Hyogo,13.89
2018,Japan,1051.0,Kansai University,13.5125
2018,Japan,1058.0,Utsunomiya University,12.95
2018,Japan,1063.0,Ibaraki University,12.7975
2018,Japan,1066.0,Kogakuin University,12.725
2018,Japan,1067.0,Shibaura Institute of Technology,12.6225
2018,Japan,1069.0,Meijo University,12.5725
2018,Japan,1076.0,Toyo University,12.3375
2018,Japan,1082.0,Kwansei Gakuin University,11.775
2018,Japan,1094.0,Doshisha University,11.349999999999998
2018,Japan,1096.0,Chiba Institute of Technology,11.2
2018,Japan,1103.0,Tokyo Denki University,9.18
2019,Japan,43.0,The University of Tokyo,74.1225
2019,Japan,65.0,Kyoto University,67.24249999999999
2019,Japan,264.0,Tokyo Institute of Technology,48.7275
2019,Japan,265.0,Tohoku University,48.6125
2019,Japan,300.0,Osaka University,46.44500000000001
2019,Japan,303.0,Nagoya University,46.15249999999999
2019,Japan,422.0,Kyushu University,40.7075
2019,Japan,438.0,Hokkaido University,40.0025
2019,Japan,461.0,Tokyo Medical and Dental University (TMDU),38.8325
2019,Japan,479.0,Fujita Health University,38.245
2019,Japan,488.0,University of Tsukuba,37.7025
2019,Japan,496.0,Teikyo University,37.3625
2019,Japan,501.0,Tokyo Metropolitan University,37.11999999999999
2019,Japan,633.0,Nippon Medical School,32.232499999999995
2019,Japan,650.0,Yokohama City University,31.22
2019,Japan,660.0,Keio University,30.69
2019,Japan,714.0,Rikkyo University,28.885
2019,Japan,716.0,Waseda University,28.7525
2019,Japan,741.0,Kobe University,27.95
2019,Japan,744.0,Hiroshima University,27.87
2019,Japan,759.0,The University of Aizu,27.3125
2019,Japan,764.0,Kindai University,27.1625
2019,Japan,793.0,Chiba University,26.1825
2019,Japan,799.0,Juntendo University,26.005000000000003
2019,Japan,801.0,The Jikei University School of Medicine,25.9525
2019,Japan,817.0,Tokyo Medical University,25.35
2019,Japan,822.0,Hyogo College of Medicine,25.0825
2019,Japan,841.0,Kanazawa University,24.14
2019,Japan,848.0,Tokyo University of Agriculture and Technology,23.9275
2019,Japan,862.0,Okayama University,23.645
2019,Japan,880.0,Tokyo University of Science,23.125
2019,Japan,882.0,Niigata University,22.9775
2019,Japan,883.0,Osaka City University,22.952500000000004
2019,Japan,896.0,Sapporo Medical University,22.2225
2019,Japan,898.0,Kansai Medical University,22.17
2019,Japan,908.0,Kumamoto University,21.6625
2019,Japan,912.0,Kagawa University,21.585
2019,Japan,916.0,Shinshu University,21.4975
2019,Japan,926.0,Nagoya City University,21.0725
2019,Japan,927.0,Hamamatsu University School of Medicine,21.065
2019,Japan,929.0,Nagasaki University,20.985
2019,Japan,931.0,Tokushima University,20.965
2019,Japan,942.0,Aichi Medical University,20.5575
2019,Japan,957.0,University of Yamanashi,20.0825
2019,Japan,969.0,Yokohama National University,19.81
2019,Japan,970.0,Toyohashi University of Technology (TUT),19.7875
2019,Japan,977.0,Kyushu Institute of Technology (Kyutech),19.5825
2019,Japan,979.0,Kochi University,19.500000000000004
2019,Japan,989.0,Toho University,19.215
2019,Japan,993.0,Saitama University,19.195
2019,Japan,1000.0,Yamagata University,18.9525
2019,Japan,1003.0,Showa University,18.825
2019,Japan,1009.0,Osaka Prefecture University,18.7625
2019,Japan,1012.0,Ehime University,18.705
2019,Japan,1018.0,Gunma University,18.5
2019,Japan,1026.0,The University of Electro-Communications,18.1675
2019,Japan,1028.0,Saitama Medical University,18.1475
2019,Japan,1036.0,Saga University,17.9675
2019,Japan,1038.0,Ochanomizu University,17.9525
2019,Japan,1039.0,Nara Medical University,17.93
2019,Japan,1043.0,Aoyama Gakuin University,17.740000000000002
2019,Japan,1044.0,Kitasato University,17.674999999999997
2019,Japan,1047.0,Nagaoka University of Technology,17.645
2019,Japan,1049.0,University of Toyama,17.535
2019,Japan,1050.0,Chuo University,17.5225
2019,Japan,1053.0,Tokyo University of Marine Science and Technology,17.45
2019,Japan,1055.0,Kagoshima University,17.412499999999998
2019,Japan,1058.0,University of Miyazaki,17.2925
2019,Japan,1066.0,Hosei University,17.1925
2019,Japan,1068.0,Gifu University,17.1625
2019,Japan,1075.0,Nagoya Institute of Technology,17.025
2019,Japan,1082.0,Muroran Institute of Technology,16.862499999999997
2019,Japan,1092.0,Kyoto Institute of Technology,16.5675
2019,Japan,1104.0,Sophia University,16.22
2019,Japan,1116.0,University of Shizuoka,16.04
2019,Japan,1118.0,Shizuoka University,16.035
2019,Japan,1118.0,Shimane University,16.035
2019,Japan,1120.0,Tokai University,16.0275
2019,Japan,1122.0,Ritsumeikan University,15.9625
2019,Japan,1129.0,Iwate University,15.625
2019,Japan,1130.0,Yamaguchi University,15.617499999999998
2019,Japan,1131.0,Meiji University,15.565
2019,Japan,1136.0,Tottori University,15.36
2019,Japan,1139.0,University of the Ryukyus,15.2025
2019,Japan,1147.0,Shibaura Institute of Technology,14.937499999999998
2019,Japan,1158.0,Oita University,14.4775
2019,Japan,1168.0,University of Hyogo,14.187499999999998
2019,Japan,1171.0,Akita University,14.1175
2019,Japan,1172.0,University of Fukui,14.055
2019,Japan,1182.0,Chubu University,13.725
2019,Japan,1188.0,Kansai University,13.53
2019,Japan,1200.0,Ibaraki University,13.175
2019,Japan,1206.0,Kwansei Gakuin University,13.0775
2019,Japan,1208.0,Tokyo University of Agriculture,13.06
2019,Japan,1215.0,Kanagawa University,12.85
2019,Japan,1219.0,Tokyo City University,12.7
2019,Japan,1223.0,Meijo University,12.5725
2019,Japan,1226.0,Kogakuin University,12.5225
2019,Japan,1230.0,Utsunomiya University,12.32
2019,Japan,1233.0,Toyo University,12.187499999999998
2019,Japan,1238.0,Doshisha University,11.9175
2019,Japan,1254.0,Chiba Institute of Technology,10.72
2019,Japan,1258.0,Tokyo Denki University,9.825
2020,Japan,37.0,The University of Tokyo,75.66
2020,Japan,65.0,Kyoto University,67.6925
2020,Japan,263.0,Tohoku University,49.087500000000006
2020,Japan,301.0,Tokyo Institute of Technology,46.89
2020,Japan,318.0,Nagoya University,46.08
2020,Japan,344.0,Osaka University,44.80500000000001
2020,Japan,377.0,"University of Occupational and Environmental Health, Japan",43.252500000000005
2020,Japan,415.0,Tokyo Medical and Dental University (TMDU),41.86
2020,Japan,462.0,Kyushu University,40.1025
2020,Japan,468.0,Fujita Health University,39.905
2020,Japan,489.0,Hokkaido University,39.1475
2020,Japan,495.0,University of Tsukuba,38.9075
2020,Japan,497.0,Teikyo University,38.8025
2020,Japan,503.0,Yokohama City University,38.71
2020,Japan,593.0,Kansai Medical University,35.5175
2020,Japan,691.0,Tokyo Metropolitan University,31.935
2020,Japan,693.0,Keio University,31.81
2020,Japan,753.0,Kindai University,29.665
2020,Japan,771.0,Kobe University,29.15
2020,Japan,774.0,Nippon Medical School,29.0175
2020,Japan,788.0,The Jikei University School of Medicine,28.669999999999995
2020,Japan,789.0,Hiroshima University,28.615
2020,Japan,791.0,The University of Aizu,28.5225
2020,Japan,792.0,Waseda University,28.4925
2020,Japan,799.0,Kurume University,28.3175
2020,Japan,817.0,Hyogo College of Medicine,27.9125
2020,Japan,836.0,Chiba University,27.4075
2020,Japan,876.0,Niigata University,26.2075
2020,Japan,877.0,Kyoto Prefectural University of Medicine,26.192500000000003
2020,Japan,880.0,Rikkyo University,25.9725
2020,Japan,898.0,Juntendo University,25.485
2020,Japan,918.0,Tokyo Medical University,24.765
2020,Japan,924.0,Kanazawa University,24.6075
2020,Japan,938.0,Sapporo Medical University,24.315
2020,Japan,945.0,Okayama University,24.165
2020,Japan,959.0,St Marianna University School of Medicine,23.605
2020,Japan,961.0,Muroran Institute of Technology,23.465
2020,Japan,973.0,Aichi Medical University,22.925
2020,Japan,985.0,Osaka City University,22.6275
2020,Japan,986.0,Tokyo University of Agriculture and Technology,22.605
2020,Japan,995.0,Hamamatsu University School of Medicine,22.3725
2020,Japan,999.0,Tokyo University of Science,22.235
2020,Japan,1000.0,Kumamoto University,22.225
2020,Japan,1002.0,Nagasaki University,22.14
2020,Japan,1006.0,Nagoya City University,22.0625
2020,Japan,1010.0,Kyushu Institute of Technology (Kyutech),22.012499999999992
2020,Japan,1011.0,Shinshu University,21.9975
2020,Japan,1030.0,Kagawa University,21.43
2020,Japan,1031.0,Shiga University of Medical Science,21.4275
2020,Japan,1037.0,Tokushima University,21.2525
2020,Japan,1056.0,Chuo University,20.795
2020,Japan,1064.0,University of Yamanashi,20.629999999999995
2020,Japan,1068.0,Toho University,20.575
2020,Japan,1073.0,Saitama Medical University,20.445
2020,Japan,1086.0,Ehime University,19.93
2020,Japan,1090.0,Showa University,19.855
2020,Japan,1091.0,Yokohama National University,19.85
2020,Japan,1093.0,Gunma University,19.825
2020,Japan,1095.0,Saitama University,19.7575
2020,Japan,1098.0,Toyohashi University of Technology (TUT),19.6975
2020,Japan,1107.0,Osaka Prefecture University,19.5475
2020,Japan,1108.0,University of Toyama,19.4775
2020,Japan,1115.0,Nara Medical University,19.23
2020,Japan,1133.0,Nagaoka University of Technology,18.8025
2020,Japan,1135.0,The University of Electro-Communications,18.7525
2020,Japan,1138.0,Saga University,18.7175
2020,Japan,1143.0,Mie University,18.65
2020,Japan,1145.0,Hosei University,18.535
2020,Japan,1146.0,Yamagata University,18.4475
2020,Japan,1150.0,Gifu University,18.355
2020,Japan,1157.0,Tokyo University of Marine Science and Technology,18.27
2020,Japan,1158.0,Kochi University,18.227500000000003
2020,Japan,1159.0,Nagoya Institute of Technology,18.2275
2020,Japan,1160.0,Sophia University,18.1725
2020,Japan,1163.0,Ritsumeikan University,18.11
2020,Japan,1165.0,University of Miyazaki,18.09
2020,Japan,1167.0,Kagoshima University,18.0375
2020,Japan,1175.0,Kitasato University,17.84
2020,Japan,1187.0,Tokai University,17.494999999999997
2020,Japan,1189.0,Ochanomizu University,17.4375
2020,Japan,1191.0,Yamaguchi University,17.407500000000002
2020,Japan,1203.0,Osaka Medical College,17.0375
2020,Japan,1204.0,Kyoto Institute of Technology,17.0
2020,Japan,1205.0,Oita University,16.979999999999997
2020,Japan,1208.0,University of the Ryukyus,16.9625
2020,Japan,1219.0,Shizuoka University,16.7825
2020,Japan,1220.0,Shimane University,16.7475
2020,Japan,1229.0,Aoyama Gakuin University,16.575
2020,Japan,1237.0,University of Shizuoka,16.365000000000002
2020,Japan,1260.0,Tottori University,15.865
2020,Japan,1267.0,Shibaura Institute of Technology,15.65
2020,Japan,1278.0,Chubu University,15.2425
2020,Japan,1283.0,Iwate University,15.1225
2020,Japan,1293.0,Akita University,14.9575
2020,Japan,1303.0,Kwansei Gakuin University,14.645
2020,Japan,1304.0,University of Fukui,14.642499999999998
2020,Japan,1309.0,Kansai University,14.49
2020,Japan,1316.0,University of Hyogo,14.3075
2020,Japan,1326.0,Meiji University,14.1125
2020,Japan,1329.0,Meijo University,14.0125
2020,Japan,1353.0,Kanagawa University,13.2675
2020,Japan,1354.0,Tokyo University of Agriculture,13.232500000000002
2020,Japan,1356.0,Kogakuin University,13.1925
2020,Japan,1359.0,Ibaraki University,13.109999999999998
2020,Japan,1366.0,Utsunomiya University,12.915
2020,Japan,1367.0,Doshisha University,12.8925
2020,Japan,1372.0,Tokyo City University,12.605
2020,Japan,1378.0,Toyo University,12.2825
2020,Japan,1392.0,Chiba Institute of Technology,11.39
2020,Japan,1397.0,Tokyo Denki University,10.6875
2021,Japan,37.0,The University of Tokyo,75.96249999999999
2021,Japan,55.0,Kyoto University,70.27999999999999
2021,Japan,215.0,Tohoku University,52.9775
2021,Japan,315.0,Tokyo Institute of Technology,47.087500000000006
2021,Japan,353.0,Osaka University,45.47500000000001
2021,Japan,363.0,Nagoya University,45.01
2021,Japan,400.0,"University of Occupational and Environmental Health, Japan",43.6075
2021,Japan,444.0,Tokyo Medical and Dental University (TMDU),41.5925
2021,Japan,453.0,Kyushu University,41.4475
2021,Japan,504.0,University of Tsukuba,39.7725
2021,Japan,514.0,Hokkaido University,39.5275
2021,Japan,537.0,Fujita Health University,38.46
2021,Japan,555.0,Teikyo University,38.06999999999999
2021,Japan,642.0,Kansai Medical University,34.98250000000001
2021,Japan,672.0,Yokohama City University,33.9575
2021,Japan,676.0,The University of Aizu,33.8925
2021,Japan,712.0,Nippon Medical School,32.8775
2021,Japan,731.0,Keio University,32.305
2021,Japan,782.0,Kobe University,30.9025
2021,Japan,789.0,The Jikei University School of Medicine,30.537499999999994
2021,Japan,810.0,Kurume University,30.0
2021,Japan,816.0,Tokyo Metropolitan University,29.8375
2021,Japan,827.0,Hiroshima University,29.6225
2021,Japan,842.0,Kindai University,29.055000000000003
2021,Japan,869.0,Waseda University,28.262500000000003
2021,Japan,870.0,Hyogo College of Medicine,28.2475
2021,Japan,905.0,Kyoto Prefectural University of Medicine,27.4625
2021,Japan,917.0,Niigata University,27.1375
2021,Japan,932.0,Tokyo Medical University,26.6725
2021,Japan,933.0,Okayama University,26.595
2021,Japan,936.0,Juntendo University,26.475
2021,Japan,960.0,Rikkyo University,26.05
2021,Japan,968.0,Chiba University,25.865
2021,Japan,1005.0,Shiga University of Medical Science,24.9275
2021,Japan,1030.0,Aichi Medical University,24.19
2021,Japan,1044.0,Kanazawa University,23.8775
2021,Japan,1050.0,St Marianna University School of Medicine,23.7775
2021,Japan,1058.0,Hamamatsu University School of Medicine,23.5875
2021,Japan,1060.0,Kumamoto University,23.4675
2021,Japan,1063.0,Shinshu University,23.355
2021,Japan,1064.0,Osaka City University,23.35
2021,Japan,1065.0,Tokyo University of Agriculture and Technology,23.33
2021,Japan,1079.0,Nagasaki University,22.8675
2021,Japan,1082.0,Muroran Institute of Technology,22.755000000000003
2021,Japan,1083.0,Sapporo Medical University,22.7475
2021,Japan,1101.0,Nagoya City University,22.14
2021,Japan,1112.0,Toho University,21.875
2021,Japan,1114.0,University of Toyama,21.855
2021,Japan,1116.0,Nara Medical University,21.829999999999995
2021,Japan,1147.0,Kagawa University,20.9975
2021,Japan,1148.0,Tokyo University of Science,20.9925
2021,Japan,1151.0,Saitama Medical University,20.915
2021,Japan,1155.0,Kyushu Institute of Technology (Kyutech),20.7975
2021,Japan,1159.0,Kanazawa Medical University,20.642500000000005
2021,Japan,1161.0,Showa University,20.59
2021,Japan,1168.0,University of Yamanashi,20.2975
2021,Japan,1173.0,Tokushima University,20.2475
2021,Japan,1199.0,Kwansei Gakuin University,19.795
2021,Japan,1202.0,Kochi University of Technology,19.62
2021,Japan,1205.0,Toyohashi University of Technology (TUT),19.537500000000005
2021,Japan,1206.0,Yokohama National University,19.4575
2021,Japan,1207.0,The University of Electro-Communications,19.41
2021,Japan,1208.0,Saga University,19.405
2021,Japan,1210.0,Oita University,19.3775
2021,Japan,1212.0,Hosei University,19.3025
2021,Japan,1224.0,Ehime University,19.0725
2021,Japan,1227.0,Osaka Prefecture University,19.0025
2021,Japan,1238.0,Tokai University,18.745
2021,Japan,1239.0,Kitasato University,18.745
2021,Japan,1244.0,University of Miyazaki,18.7
2021,Japan,1254.0,Yamagata University,18.44
2021,Japan,1256.0,Tokyo University of Marine Science and Technology,18.43
2021,Japan,1261.0,Saitama University,18.1775
2021,Japan,1272.0,Ritsumeikan University,18.0275
2021,Japan,1279.0,Osaka Medical College,17.915
2021,Japan,1281.0,Nagaoka University of Technology,17.900000000000002
2021,Japan,1293.0,Gifu University,17.785
2021,Japan,1298.0,Sophia University,17.64
2021,Japan,1300.0,Chuo University,17.619999999999997
2021,Japan,1302.0,Mie University,17.5975
2021,Japan,1307.0,University of the Ryukyus,17.502499999999998
2021,Japan,1312.0,Yamaguchi University,17.4425
2021,Japan,1313.0,Nagoya Institute of Technology,17.435
2021,Japan,1314.0,Kagoshima University,17.4225
2021,Japan,1318.0,Kochi University,17.3875
2021,Japan,1322.0,Gunma University,17.314999999999998
2021,Japan,1327.0,Shimane University,17.262500000000003
2021,Japan,1345.0,Dokkyo Medical University,16.992500000000003
2021,Japan,1349.0,Osaka Institute of Technology,16.949999999999996
2021,Japan,1351.0,Ochanomizu University,16.8725
2021,Japan,1358.0,Kogakuin University,16.7275
2021,Japan,1361.0,Shizuoka University,16.552500000000002
2021,Japan,1369.0,Kyoto Sangyo University,16.375
2021,Japan,1370.0,University of Shizuoka,16.37
2021,Japan,1379.0,Kyoto Institute of Technology,16.18
2021,Japan,1380.0,Shibaura Institute of Technology,16.1725
2021,Japan,1382.0,Tottori University,16.135
2021,Japan,1385.0,Aoyama Gakuin University,16.072499999999998
2021,Japan,1406.0,Chubu University,15.6125
2021,Japan,1423.0,Akita University,15.2275
2021,Japan,1431.0,Meijo University,15.06
2021,Japan,1437.0,Kanagawa University,14.7875
2021,Japan,1438.0,University of Fukui,14.772499999999996
2021,Japan,1445.0,Iwate University,14.509999999999998
2021,Japan,1455.0,Meiji University,14.3425
2021,Japan,1468.0,Tokyo University of Agriculture,13.8875
2021,Japan,1472.0,Ryukoku University,13.81
2021,Japan,1475.0,University of Hyogo,13.669999999999998
2021,Japan,1476.0,Tokyo City University,13.63
2021,Japan,1488.0,Doshisha University,13.207499999999998
2021,Japan,1495.0,Ibaraki University,13.0825
2021,Japan,1502.0,Toyo University,12.8375
2021,Japan,1507.0,Utsunomiya University,12.6025
2021,Japan,1512.0,Kansai University,12.1025
2021,Japan,1522.0,Chiba Institute of Technology,11.47
2021,Japan,1526.0,Tokyo Denki University,10.31
2022,Japan,36.0,The University of Tokyo,75.97250000000001
2022,Japan,61.0,Kyoto University,69.59499999999998
2022,Japan,223.0,Tohoku University,52.0725
2022,Japan,316.0,Tokyo Institute of Technology,47.212500000000006
2022,Japan,342.0,Osaka University,46.505
2022,Japan,374.0,Nagoya University,45.2125
2022,Japan,438.0,"University of Occupational and Environmental Health, Japan",42.7275
2022,Japan,493.0,Yokohama City University,41.24249999999999
2022,Japan,519.0,University of Tsukuba,40.33
2022,Japan,552.0,Kyushu University,39.525
2022,Japan,571.0,Hokkaido University,38.932500000000005
2022,Japan,589.0,Tokyo Medical and Dental University (TMDU),38.5
2022,Japan,640.0,Kansai Medical University,36.5725
2022,Japan,734.0,Keio University,33.5775
2022,Japan,754.0,Kobe University,32.8075
2022,Japan,758.0,Nippon Medical School,32.6625
2022,Japan,764.0,Tokyo Metropolitan University,32.5575
2022,Japan,775.0,The University of Aizu,32.4575
2022,Japan,810.0,The Jikei University School of Medicine,31.75
2022,Japan,827.0,Teikyo University,31.285
2022,Japan,841.0,Fujita Health University,31.025
2022,Japan,874.0,Kindai University,30.34
2022,Japan,897.0,Niigata University,29.7775
2022,Japan,900.0,Kurume University,29.705
2022,Japan,919.0,Hiroshima University,29.227500000000003
2022,Japan,959.0,Juntendo University,28.455
2022,Japan,961.0,Waseda University,28.39
2022,Japan,1010.0,Tokyo Medical University,26.892500000000005
2022,Japan,1011.0,Hyogo College of Medicine,26.8875
2022,Japan,1049.0,Kyoto Prefectural University of Medicine,26.0775
2022,Japan,1053.0,Chiba University,25.965
2022,Japan,1070.0,Okayama University,25.545
2022,Japan,1075.0,Rikkyo University,25.4275
2022,Japan,1088.0,Shiga University of Medical Science,24.98
2022,Japan,1094.0,Hamamatsu University School of Medicine,24.81
2022,Japan,1103.0,Kanazawa University,24.4875
2022,Japan,1106.0,Aichi Medical University,24.4575
2022,Japan,1114.0,Tokyo University of Agriculture and Technology,24.2025
2022,Japan,1120.0,Kumamoto University,24.094999999999995
2022,Japan,1150.0,Saitama Medical University,23.3825
2022,Japan,1170.0,St Marianna University School of Medicine,23.0275
2022,Japan,1195.0,Nagasaki University,22.535
2022,Japan,1202.0,Showa University,22.3
2022,Japan,1203.0,University of Yamanashi,22.2925
2022,Japan,1219.0,Osaka City University,21.9775
2022,Japan,1223.0,University of Toyama,21.8375
2022,Japan,1230.0,Shinshu University,21.5975
2022,Japan,1241.0,Nagoya City University,21.29
2022,Japan,1246.0,Kagawa University,21.18
2022,Japan,1247.0,Muroran Institute of Technology,21.1725
2022,Japan,1252.0,Tokyo University of Science,21.045
2022,Japan,1259.0,Kyushu Institute of Technology (Kyutech),20.91
2022,Japan,1264.0,Sapporo Medical University,20.8475
2022,Japan,1268.0,Toyohashi University of Technology (TUT),20.817500000000003
2022,Japan,1272.0,Nara Medical University,20.6525
2022,Japan,1282.0,Tokushima University,20.4325
2022,Japan,1286.0,Toho University,20.3575
2022,Japan,1308.0,Kochi University of Technology,19.814999999999998
2022,Japan,1311.0,Yokohama National University,19.765000000000004
2022,Japan,1314.0,Gunma University,19.705
2022,Japan,1318.0,Ehime University,19.6625
2022,Japan,1339.0,Shimane University,19.172500000000003
2022,Japan,1350.0,The University of Electro-Communications,19.055
2022,Japan,1354.0,Saga University,18.9925
2022,Japan,1356.0,Kanazawa Medical University,18.942500000000003
2022,Japan,1357.0,Saitama University,18.942499999999995
2022,Japan,1362.0,Gifu University,18.9
2022,Japan,1366.0,Mie University,18.7675
2022,Japan,1367.0,Tokyo University of Marine Science and Technology,18.755
2022,Japan,1377.0,Ritsumeikan University,18.6075
2022,Japan,1381.0,Yamagata University,18.5375
2022,Japan,1383.0,Kitasato University,18.475
2022,Japan,1389.0,Kochi University,18.3675
2022,Japan,1390.0,University of Miyazaki,18.355
2022,Japan,1393.0,Nagaoka University of Technology,18.29
2022,Japan,1401.0,Osaka Prefecture University,18.155
2022,Japan,1411.0,Osaka Medical College,17.9875
2022,Japan,1414.0,University of the Ryukyus,17.9575
2022,Japan,1421.0,Ochanomizu University,17.8325
2022,Japan,1428.0,Kwansei Gakuin University,17.679999999999996
2022,Japan,1431.0,Yamaguchi University,17.662499999999998
2022,Japan,1437.0,Oita University,17.5275
2022,Japan,1440.0,Kagoshima University,17.509999999999998
2022,Japan,1444.0,Shizuoka University,17.41
2022,Japan,1451.0,Shibaura Institute of Technology,17.294999999999998
2022,Japan,1455.0,Tokai University,17.2275
2022,Japan,1456.0,Hosei University,17.2225
2022,Japan,1466.0,Nagoya Institute of Technology,17.134999999999998
2022,Japan,1473.0,Kyoto Sangyo University,17.0475
2022,Japan,1474.0,Chuo University,17.0425
